School ID,School Name,School Metro Type,School Percentage Free Lunch,School State,School Zip,School City,School County,School District
4d84b30fb59855d30d499969fe8d2878,Highline Academy Northeast,urban,71,Colorado,80249,Denver,Denver,Denver Public School Dist 1
4d859a8a68cb78b37ffa59938ca52942,Peak View Elementary School,rural,37,Virginia,22846,Penn Laird,Rockingham,Rockingham Co Public Sch Dist
4d87eb2ae7cdc682b9e62de7a9787301,Greenwood Elementary School,rural,76,Oklahoma,74464,Tahlequah,Cherokee,Tahlequah Pub Sch Dist I-35
4d89a97fab53a7d5b4ce281b53fd4401,Ralph Moody Elementary School,suburban,38,Colorado,80120,Littleton,Arapahoe,Littleton Public Sch Dist 6
4d89fee6e91a9d77a01810793abfdad1,Gloucester Township Elementary School,suburban,43,New Jersey,08012,Blackwood,Camden,Gloucester Twp School District
4d8a6078a9e26f9c527465f697ecd303,Tara Elementary School,suburban,55,Florida,34203,Bradenton,Manatee,Manatee Co School District
4d8b7b1e5eafb1529ce3b2a9620fd249,Horizons Elementary School,suburban,92,North Carolina,28645,Lenoir,Caldwell,Caldwell Co School District
4d8d3f9b27b90883a914f363637a104f,Indian Village Elementary School,urban,80,Indiana,46809,Fort Wayne,Allen,Ft Wayne Cmty School Dist
4d8d6ccddb09e6d47ffbc8725d63f202,Pace High School,suburban,49,Florida,32571,Pace,Santa Rosa,Santa Rosa Co School District
4d904880d4301c4ec64617be98ae45ef,Chouteau Elementary School,rural,77,Oklahoma,74337,Chouteau,Mayes,Chouteau-Mazie School District
4d94e1d3a0ec24805d4fb8ce5a791c14,Kearny High School,suburban,60,New Jersey,07032,Kearny,Hudson,Kearny School District
4d94f8081c8709044fc8b9c4e3015e83,Kingstree Senior High School,unknown,87,South Carolina,29556,Kingstree,Williamsburg,Williamsburg Co Sch District
4d950aebb62dde243ca970b24279f4e5,PS/MS 4 Crotona Park West (Primary Building),urban,95,New York,10457,New York City,Bronx,New York City Dept Of Ed
4d95d6a0cc0c3d84b9875bbf20d331f1,Sam Houston Elementary School,unknown,81,Texas,75119,Ennis,Ellis,Ennis Ind School District
4d960140b388a6eeb42098d529a0978a,Garrison Elementary School,suburban,15,New Hampshire,03820,Dover,Strafford,School Administrative Unit 11
4d964a23f56c7fbc94f881ea29da53fb,Bryant Alternative High School,suburban,29,Virginia,22306,Alexandria,Fairfax,Fairfax Co Public School Dist
4d98b54d4aea771a417a266ca88bbc32,Ritta Elementary School,urban,56,Tennessee,37918,Knoxville,Knox,Knox Co School District
4d9c59aec84b56c02c918138d29a0c6e,Edgecombe Circle Elementary School 62,urban,95,Maryland,21215,Baltimore,Baltimore City,Baltimore City Public Sch Dist
4d9d908a802b3d726de3d943a4aa3765,Wingo Elementary School,rural,61,Kentucky,42088,Wingo,Graves,Graves Co School District
4d9ed045b7f1cef703e05d806c0fd8e9,Alexandria Avenue Elementary School,urban,95,California,90004,Los Angeles,Los Angeles,Los Angeles Unif Sch Dist
4d9f3d3dba0a0971983cffb856e0ba76,Bullock Creek High School,urban,46,Michigan,48640,Midland,Midland,Bullock Creek School District
4da02f851b1b9e6eb0e7a0ba6cbdc2f1,Anadarko Middle School,town,84,Oklahoma,73005,Anadarko,Caddo,Anadarko School District I-20
4da15dd83bbe1e1a38815ab16a1d838a,Lakeside Middle School,suburban,12,Georgia,30041,Cumming,Forsyth,Forsyth Co School District
4da1c5e0b596ba84cf2264f1ca2280e9,Zora Ellis Junior High School,rural,86,Alabama,35160,Talladega,Talladega,Talladega City School District
4da2b4ce16fba714b3ad0bf6390c55cf,Arkansas Senior High School,suburban,77,Arkansas,71854,Texarkana,Miller,Texarkana Arkansas Sch Dist 7
4da47a3caf146219f2f31cdc2f298c9b,Mountain Elementary School,rural,70,California,95531,Crescent City,Del Norte,Del Norte Co Unified Sch Dist
4da48626677e76c9379edf4ae460cfe7,Hayden Primary School,rural,42,Alabama,35079,Hayden,Blount,Blount Co School District
4da4bd27619fb370053a3d3e08d4b247,Walnut Elementary School,suburban,23,California,91789,Walnut,Los Angeles,Walnut Valley Unified Sch Dist
4da55309bc3fbbf96d22a3dca6e88363,North Mercer School,rural,72,Missouri,64661,Mercer,Mercer,North Mercer School Dist R3
4da5a04b66e733a3efbe26151f5a74e3,Allen Creek Elementary School,suburban,39,Washington,98270,Marysville,Snohomish,Marysville School District 25
4da655fe5031874966e07c57bbf6e500,John F Kennedy Elementary School,urban,20,Iowa,52002,Dubuque,Dubuque,Dubuque Cmty School District
4da7427897741b4d089b6243722d0ab1,Sulphur Elementary School,town,64,Oklahoma,73086,Sulphur,Murray,Sulphur School District I-001
4da7846105cecce92e5e2ae939e269c0,Micheltorena Street Elementary School,urban,61,California,90026,Los Angeles,Los Angeles,Los Angeles Unif Sch Dist
4da80958b729d45ee9e27236ca920852,Pearl High School,suburban,71,Mississippi,39208,Pearl,Rankin,Pearl Public School District
4da81f6e2ab98269194a7c202a89b5ab,Kenilworth Science & Tech Middle School,urban,93,Louisiana,70808,Baton Rouge,East Baton Rouge,New Orleans Recovery School District
4da9954275bf23755ff6237f85d73deb,Cesar Chavez Elementary School,urban,95,California,93030,Oxnard,Ventura,Oxnard Elem School District
4daa02bfccec03c876b219c89d0af4fd,Maloney Interdist Magnet School,suburban,50,Connecticut,06706,Waterbury,New Haven,Waterbury Public School Dist
4dace669ed35fb00dc108b20ca6143a7,Rolling Knolls Elementary School,suburban,25,Maryland,21401,Annapolis,Anne Arundel,Anne Arundel Co School Dist
4dad7010699ae3e2ad08881ac126a031,Wells Elementary School,urban,13,Texas,75023,Plano,Collin,Plano Ind School District
4dade0306bd4b541b157b810ae7c95e2,Valley School,rural,78,Washington,99181,Valley,Stevens,Valley School District 70
4dae28b31ceb9c1f50e90770274387e0,Haynesfield Elementary School,urban,41,Tennessee,37620,Bristol,Sullivan,Bristol Tennessee City Schools
4daff9e7962dbcf7c4c27556b4887062,Archer Street Elementary School,suburban,71,New York,11520,Freeport,Nassau,Freeport Public School Dist
4db0c893a3a1d91b0dd0f0f76158144a,Lakeshore Elementary School,suburban,21,North Carolina,28117,Mooresville,Iredell,Iredell-Statesville Sch Dist
4db25032bd70df27f2322e4f604d7c6d,Fergus High School,unknown,45,Montana,59457,Lewistown,Fergus,Lewistown School District 1
4db34f00514f660e301a059913ffc40b,Lincoln Elementary School,urban,52,Washington,99338,Kennewick,Benton,Kennewick School District 17
4db38dae008e57af0b62a22617110acb,Van Siclen Community Middle School,unknown,78,New York,11207,New York City,Kings (Brooklyn),New York City Dept Of Ed
4db462d4ec1dc20df5ccb402e729ab0d,Dell Rapids Elementary School,town,24,South Dakota,57022,Dell Rapids,Minnehaha,Dell Rapids School Dist 49-3
4db52804a0b95308bdc9b7f37cde4c84,Alma Elementary School,rural,50,Kansas,66401,Alma,Wabaunsee,Mill Creek Valley Unif Sd 329
4db5b06128319b142e80fef33de8bc6b,Frost Elementary School,suburban,8,New Jersey,08816,E Brunswick,Middlesex,East Brunswick Public Sch Dist
4db5dc23ea443639303df30b26027ff8,Uplift Luna Primary School,urban,87,Texas,75202,Dallas,Dallas,Texas Dept Of Education
4db7601f92b57ace646c3c811f6256d2,Hortonville High School,rural,15,Wisconsin,54944,Hortonville,Outagamie,Hortonville Area School Dist
4db7d8b4316643683163be2eca8c6dcc,John H Liechty Middle School,unknown,85,California,90017,Los Angeles,Los Angeles,Los Angeles Unif Sch Dist
4db7faa6d4c2c16dff23f97aa6e56bf6,Bryn Mawr Elementary School,suburban,63,Washington,98178,Seattle,King,Renton School District 403
4db880946af456a3de3a288769f6893f,Kennett High School,town,46,New Hampshire,03860,North Conway,Carroll,School Administrative Unit 9
4db9a4e2043bded85e3e51de19489472,Rainier Junior Senior High School,rural,60,Oregon,97048,Rainier,Columbia,Rainier School District 13
4db9ae612e0b7729db2dce4c41730d43,Clayton A Record Junior Elementary School,suburban,77,California,92583,San Jacinto,Riverside,San Jacinto Unified Sch Dist
4dbb90640b82721311ba3e506dcff5e2,Mt Nebo Junior High School,suburban,58,Utah,84651,Payson,Utah,Nebo School District
4dbc0e63625630a0524d691b3917a002,Pearson's Corner Elementary School,rural,7,Virginia,23116,Mechanicsvlle,Hanover,Hanover Co Public Schools
4dbc9f8aa54b4359a21b469080b7d504,Shaktoolik School,rural,78,Alaska,99771,Shaktoolik,Nome,Bering Strait School District
4dbd37e3215870fcd396d2f13b51fac5,Palo Verde Elementary School,rural,56,Arizona,85343,Palo Verde,Maricopa,Palo Verde Elem School Dist 49
4dbdbb16acc12eb4298be8d4a12a7503,Margaret Black Elementary School,suburban,46,Michigan,48312,Sterling Hts,Macomb,Warren Cons School District
4dbdc24ce97165c7640a9ba832881cad,Truman Price Elementary School,suburban,93,Texas,78537,Donna,Hidalgo,Donna Ind School District
4dbf0be7b507f2b7c758d15840788484,View Park Prep. Accelerated Middle School,unknown,,California,90043,Los Angeles,Los Angeles,Los Angeles Unif Sch Dist
4dbf614b6690b8c5ad8f724d9866a1ff,Maui High School,unknown,57,Hawaii,96732,Kahului,Maui,Maui School District
4dbfa04598b76aa707c233df69ac4cb4,Guernsey-Sunrise School,rural,41,Wyoming,82214,Guernsey,Platte,Platte Co School District 2
4dbfbd7575f7f4971493b017adc05a64,Center for Alternative Programs,unknown,45,Michigan,48876,Potterville,Eaton,Potterville Public School Dist
4dbfe38f632bd3daab1441ee99d5847e,Rocklin High School,suburban,19,California,95765,Rocklin,Placer,Rocklin Unified Sch District
4dbfe9b18a0ae7b18cb87605c13af3c5,Puc Early College Academy,urban,75,California,90065,Los Angeles,Los Angeles,Los Angeles Unif Sch Dist
4dc12436cbcb902ace90d92680e421ec,Engleburg Elementary School,urban,92,Wisconsin,53225,Milwaukee,Milwaukee,Milwaukee Public Schools
4dc171252db017062d4a14a326214bb9,Westside Elementary School,suburban,22,Texas,78613,Cedar Park,Williamson,Leander Ind School District
4dc1f5f0d4a6d01560394ab16843c87a,Madison Community Elementary School,urban,74,Ohio,44102,Cleveland,Cuyahoga,[County Run]
4dc2acfe5bbe37ea68d09f57bc8162a7,Western Hills Elementary School,suburban,68,Utah,84118,Kearns,Salt Lake,Granite School District
4dc35609d3d3460a638ae529951c2c78,MMRC Middle School,rural,22,Iowa,51050,Remsen,Plymouth,Remsen-Union Cmty Sch District
4dc557c19e3f09cfe9ab6f54e82610bc,Buffalo Island Central East Elementary School,rural,73,Arkansas,72438,Leachville,Mississippi,Buffalo Island Ctl Sch Dist 40
4dc58dddc402d0e1a6dc61d759f9e50d,Sidney High School,town,30,Montana,59270,Sidney,Richland,Sidney School District 5&1
4dc58e9d116f207bb17a2862fcbb35b8,Schertz Elementary School,suburban,58,Texas,78154,Schertz,Guadalupe,Schertz-Cibolo-Univ City Isd
4dc62f945f765baf05ebcd52a51649c1,Munoz Marin - Lowell Primary Center,urban,85,Illinois,60651,Chicago,Cook,Chicago Public School Dist 299
4dc7c8bc4b8873f3a2f63db31aae9db1,McGhee Elementary School,urban,55,Idaho,83501,Lewiston,Nez Perce,Lewiston Ind School Dist 1
4dc8321808fc29f3a6ed14c264dbdcf7,Rock View Elementary School,suburban,49,Maryland,20895,Kensington,Montgomery,Montgomery Co Public Schools
4dc8325827ed6036b95b22f64e7f1159,Volcano School of Arts & Science Public Charter School,rural,70,Hawaii,96785,Volcano,Hawaii,Hawaii School District
4dc875bb12dd7898740d1cfc17ef49af,Lakewood Elementary Middle School,rural,63,Tennessee,38222,Buchanan,Henry,Henry Co School District
4dc8a407d4d133a5d7cf883e2e54fc97,Pickens Middle School,rural,55,South Carolina,29671,Pickens,Pickens,Pickens Co School District
4dc8b7e7b8073c2b430deb471f6ed68a,Herman Rohwer Elementary School,suburban,3,Nebraska,68135,Omaha,Douglas,Millard Public School District
4dc8b9c9277fef2f3208c4444a5edee8,Peabody Community High School,unknown,38,Massachusetts,01960,Peabody,Essex,Peabody Public School District
4dc998b5fd4a4dd01458054ec7aa77ec,Berry Intermediate School,suburban,27,Ohio,45036,Lebanon,Warren,Lebanon City School District
4dca11a2f7b153c82a7a04ae35c35767,Summerside Elementary School,suburban,50,Ohio,45245,Cincinnati,Clermont,West Clermont Local Sch Dist
4dca7938be988443695bc313d4d32781,Highland Elementary School,suburban,20,Pennsylvania,19001,Abington,Montgomery,Abington School District
4dcaa7f321defb3e92679c0d758e101f,Mountlake Terrace Elementary School @ Woodway Elementary,suburban,57,Washington,98020,Edmonds,Snohomish,Edmonds School District 15
4dcad594a4b5c46f8f3fbff5b78194e3,Creekside Elementary School,suburban,58,Texas,75067,Lewisville,Denton,Lewisville Ind School District
4dcc51e2bdb71d06533d50ddec1e576c,Floresta Elementary School,urban,72,Florida,34983,Port St Lucie,St Lucie,St Lucie Co School District
4dcc87054135542be304f1899147d7cc,Diego Rivera Learing Complex - Green Design,suburban,93,California,90001,Los Angeles,Los Angeles,Los Angeles Unif Sch Dist
4dcd3d369c1b92bfdb39c4576110a84e,Oakwood Elementary School,rural,45,Ohio,45873,Oakwood,Paulding,Paulding Exempted Village Sd
4dcee4151aa55cb686b929b17439abf8,Troost Communications Elementary School,urban,69,Missouri,64110,Kansas City,Jackson,Kansas City School District 33
4dcf5f7901a6db71a80d1e9b05ddd7ef,Sabal Palm Elementary School,urban,35,Florida,32225,Jacksonville,Duval,Duval Co Public School Dist
4dcf76fdb26a7ec020e3f687a96ef22a,Demopolis High School,town,64,Alabama,36732,Demopolis,Marengo,Demopolis City School District
4dcf7a5186677dc45d2fea32eb5b6bf2,Peoria High School,suburban,53,Arizona,85345,Peoria,Maricopa,Peoria Unified Sch Dist 11
4dcfa76fcdf1fe0722ae37a862499eb0,Ballard Middle School,rural,19,Iowa,50124,Huxley,Story,Ballard Cmty School District
4dd06a8786dda5d7dc01f620b35702e5,A J Martin Elementary School,urban,82,Texas,77072,Houston,Harris,Alief Ind School District
4dd0e8edbec6942788cc8f1ac2254510,Waubesa Intermediate School,suburban,21,Wisconsin,53558,Mc Farland,Dane,Mcfarland School District
4dd0eb4095a7e4fb00ca9d264c5d1f6a,Petaluma Junior High School,suburban,32,California,94952,Petaluma,Sonoma,Petaluma City School District
4dd16583aa3b4f961d3b71d4e3ecd7b2,Jewett Elementary School,suburban,70,Oregon,97502,Central Point,Jackson,Central Point School Dist 6
4dd1bd63e1999efd2fb616aef2068d0d,PS 12 James B Colgate,urban,90,New York,11377,New York City,Queens,New York City Dept Of Ed
4dd260dfcc85e82d6be35d5f77fa3229,Hunter Elementary School,urban,95,North Carolina,27407,Greensboro,Guilford,Guilford Co Schools
4dd2a7e716630eb5855c788522799fe4,Churchill County High School,town,54,Nevada,89406,Fallon,Churchill,Churchill Co School District
4dd33f921159d63b34acd8b27feba4bb,Tortolita Middle School,suburban,44,Arizona,85742,Tucson,Pima,Marana Unified School Dist 6
4dd3864cadf510e252004b7f94982f64,Idabel Primary South,town,94,Oklahoma,74745,Idabel,Mccurtain,Idabel School District 5
4dd397bc78d156531f705e686e881431,Nancy J Cochran Elementary School,urban,94,Texas,75211,Dallas,Dallas,Dallas Ind School District
4dd39d86a95927c83415c55025c0284c,Beaufort-Jasper Ace,unknown,59,South Carolina,29936,Ridgeland,Jasper,Beaufort Co School District
4dd4184ad3e1ec9eccff44c07df54ed5,Sloan Elementary School,suburban,12,Pennsylvania,15668,Murrysville,Westmoreland,Franklin Reg School District
4dd495f3b3a83dfc610f1b2132b3f198,Hallsburg Elementary School,suburban,36,Texas,76705,Waco,Mclennan,Hallsburg Ind School District
4dd620fd39d06686a23f980e1b2e55f9,East Elementary School,unknown,66,Ohio,43078,Urbana,Champaign,Urbana City School District
4dd67ed09f65f094dc1b777b0c9036ff,City Terrace Elementary School,suburban,79,California,90063,Los Angeles,Los Angeles,Los Angeles Unif Sch Dist
4dd71f7dc6c2b42a44fc04c67c1d2927,H Austin Snyder Elementary School,town,51,Pennsylvania,18840,Sayre,Bradford,Sayre Area School District
4dd76540292f7cbc7af915c31307b1d6,Sunset Park Prep School,urban,88,New York,11232,New York City,Kings (Brooklyn),New York City Dept Of Ed
4dd800df6c1995fd2c07fa0ad7205846,Cory-Rawson High School,rural,76,Ohio,45881,Rawson,Hancock,Cory-Rawson Local School Dist
4dd844795da6ac690feeaef66f92d037,McNair Elementary School,suburban,59,Missouri,63042,Hazelwood,St Louis,Hazelwood School District
4dd93b336fb9d6f49dd79ca8818b539e,Rome High School,urban,82,Georgia,30161,Rome,Floyd,Rome City School District
4ddafe20b94ee8d2fce36ec5795e0a35,West Shamokin Junior Senior High School,rural,47,Pennsylvania,16249,Rural Valley,Armstrong,Armstrong School District
4ddc2d9dfced87bb7dde0c0571c52ce8,Gobles Middle High School,rural,44,Michigan,49055,Gobles,Van Buren,Gobles Public School District
4ddcbad71bb29f911dab01a927726b8f,Whittier Elementary School,urban,61,Oklahoma,73507,Lawton,Comanche,Lawton Ind School District 8
4ddd7f6f3568faed3c42227f906eb59c,Boise-Eliot Elementary School,urban,82,Oregon,97227,Portland,Multnomah,Portland School District 1j
4dddcb7c8a1cf5be66c361a454e15b78,Deep Springs Elementary School,urban,74,Kentucky,40505,Lexington,Fayette,Fayette Co Public Schools
4dddf0b3848b754ac33b0994ff6314c1,Fairforest Middle School,suburban,78,South Carolina,29301,Spartanburg,Spartanburg,Spartanburg School District 6
4dde2b651e300d7bd6f617c15193edba,Okay Elementary School,rural,77,Oklahoma,74446,Okay,Wagoner,Okay School District 73-I1
4ddf3a904dbfe519fb0b2d256addd35f,Lincoln Elementary School,unknown,69,Idaho,83301,Twin Falls,Twin Falls,Twin Falls School District 411
4ddfc03e4318283f0d29a00e953d5485,Peace Dale Elementary School,suburban,21,Rhode Island,02879,Wakefield,Washington,South Kingstown Sch District
4de21f1f1aa207878f50f845c33fc986,Reid Ross Classical School,urban,50,North Carolina,28301,Fayetteville,Cumberland,Cumberland Co School District
4de37c4173fe3af331b34e8f586d86e5,Lynden Middle School,town,41,Washington,98264,Lynden,Whatcom,Lynden School District 504
4de3edb555503bd09927f7937c69007f,Daniel Island School,urban,14,South Carolina,29492,Charleston,Berkeley,Berkeley Co School District
4de41475fded6fee53d9e3ab1982cf00,Mary Esther Elementary School,suburban,65,Florida,32569,Mary Esther,Okaloosa,Okaloosa Co School Dist 46
4de4b06282a691b5fcf3b7bc2bb48a07,Barbara Ingram School for Arts,urban,55,Maryland,21740,Hagerstown,Washington,Washington Co Public Schools
4de6241271180ef456b87d213150ab06,Oakwood Elementary School,unknown,59,North Carolina,28601,Hickory,Catawba,Hickory Public Schools
4de6527cf4da744e8734c01ca73cf339,Mary Hogan School,town,44,Vermont,05753,Middlebury,Addison,Addison Central Su 3
4de6566a92ce527365be2e519e22e46d,Many High School,rural,78,Louisiana,71449,Many,Sabine,Sabine Parish School District
4de67b4af5371d63ce354c288038a76a,Silver Creek High School,urban,76,California,95121,San Jose,Santa Clara,East Side Union High Sch Dist
4de70a9f324150b7e573389c0ca0a7a3,Bluffs Community Unit School,rural,45,Illinois,62621,Bluffs,Scott,Scott Morgan Cmty Unit Sd 2
4de72928a502133841bdd286ca8f4f3f,Waveland Elementary School,rural,54,Indiana,47989,Waveland,Montgomery,South Montgomery Cmty Sch Corp
4de73a17d751cedb6f4fdbd1a9d0ff05,Molholm Elementary School,suburban,89,Colorado,80214,Lakewood,Jefferson,Jefferson Co School Dist R-1
4de77ba42473005e0abdb1e4ae17a786,Luxemburg-Casco Intermediate School,rural,23,Wisconsin,54217,Luxemburg,Kewaunee,Luxemburg-Casco School Dist
4de7c18a71382c0af1aaaaf6d957a2cf,Eastlake Elementary School,suburban,34,California,91913,Chula Vista,San Diego,Chula Vista Elem Sch Dist
4de8863c46a2e688513c67193be45e4d,Hastings Middle School,town,25,Minnesota,55033,Hastings,Dakota,Hastings Ind School Dist 200
4de976e890e274b7346f908597354f15,Coastal Leadership Academy,rural,59,South Carolina,29588,Myrtle Beach,Horry,South Carolina Pub Charter Sd
4deac189eded94724a56189a8f6e2936,Everglades Elementary School,unknown,87,Florida,34974,Okeechobee,Okeechobee,Okeechobee Co School Dist
4deb65f07f4202c55329711278b37abb,Richmond High School,town,55,Missouri,64085,Richmond,Ray,Richmond R-Xvi School Dist
4decc1ee3e200e936cf444fcb92545c0,Huntersville Elementary School,suburban,28,North Carolina,28078,Huntersville,Mecklenburg,Charlotte-Mecklenburg Sch Dist
4ded02775fc4ed5613307deccf733ebb,Richmond Middle School,town,31,Michigan,48062,Richmond,Macomb,Richmond Cmty School District
4ded0cac30d4c7542cb51c43bc4aa8d4,Clay Hill Elementary School,rural,83,South Carolina,29472,Ridgeville,Dorchester,Dorchester Co School Dist 4
4ded52bcd40fca019434f720454f7379,Pineview Elementary School,suburban,58,South Carolina,29169,West Columbia,Lexington,Lexington Co School District 2
4ded91cf6fd453a5b81a06f756849836,Wayne County High School,unknown,80,Kentucky,42633,Monticello,Wayne,Wayne Co School District
4df133d1fce1006104515292a32b664d,Crowville School,rural,75,Louisiana,71230,Crowville,Franklin,Franklin Parish School Dist
4df2c2ebc5920fbfb0b1446d99abe714,Pierce County Middle School,rural,60,Georgia,31516,Blackshear,Pierce,Pierce Co School District
4df319f168c72d7ce14c77d23dff4600,Pettit Park Elementary School,urban,92,Indiana,46901,Kokomo,Howard,Kokomo Schools
4df327dc6448b19e74082f4f20ba0146,Brick Church Middle School,urban,95,Tennessee,37207,Nashville,Davidson,Metro Nashville Public Sd
4df5529b8b46a61fb14faee213679602,Halifax Area Elementary School,rural,32,Pennsylvania,17032,Halifax,Dauphin,Halifax Area School District
4df726d14424a732e792cfd8870c3bd2,Leach Elementary School,rural,75,Oklahoma,74364,Rose,Mayes,Leach School District 14
4df7dc2b2abfa4b20e2aeb0be55bf27f,Mountain View Middle School,town,50,Oregon,97132,Newberg,Yamhill,Newberg School District 29j
4dfaf97bdc5ebc31ee3c837cdd0d15af,Stride Academy,urban,,Minnesota,56301,Saint Cloud,Stearns,Minnesota Dept Of Education
4dfc4dc77ad2d4931ab05dad972faea0,Smithville Primary Preschool,unknown,17,Missouri,64089,Smithville,Clay,Smithville School District R2
4dfc5bd8fbafbbfa9de69eabb30dad89,Frank P Brown Elementary School,rural,81,Tennessee,38572,Crossville,Cumberland,Cumberland Co School District
4dfd764f033c8c94ac00a8952427356c,Washington Elementary School,urban,80,Washington,98273,Mount Vernon,Skagit,Mt Vernon School District 320
4dfe5928ffdb0f3d76c211e8ddfab538,Trumbull Elementary School,urban,92,Illinois,60640,Chicago,Cook,Ravenswood-Ridge Elem Network
4dfeaa5b650d9f8f3077efb1e8351304,Komarek Elementary School,suburban,31,Illinois,60546,N Riverside,Cook,Komarek School District 94
4dfec8172b5114e8ee946bf2c852623f,George Washington Elementary School,urban,90,Pennsylvania,19147,Philadelphia,Philadelphia,Philadelphia City School Dist
4dffa077d3a8ffb07cee217179339ca9,Highland Elementary School,suburban,5,New Jersey,07432,Midland Park,Bergen,Midland Park Public Sch Dist
4e027b6a875fad2efc7b4e2c4b8d18c4,Belle Chasse Middle School,suburban,54,Louisiana,70037,Belle Chasse,Plaquemines,Plaquemines Parish Sch Dist
4e02d01019ac61b43a6b8e81e610b01a,Burcham Elementary School,unknown,53,Oklahoma,73096,Weatherford,Custer,Weatherford School Dist 26
4e0318e532683b297234f7d6ce38be70,Legacy Prep Charter Academy-Mesquite,suburban,73,Texas,75149,Mesquite,Dallas,Texas Dept Of Education
4e03e06e9a4c1770fa8c70e58821d728,Christensen Elementary School,suburban,81,Washington,98444,Tacoma,Pierce,Franklin Pierce Sch Dist 402
4e04eac607c2179ce055e5ef9e7e2751,North High School,urban,67,Iowa,52806,Davenport,Scott,Davenport Cmty School District
4e068a7c94a5e9649722165d0e7c38c7,John B DeValles Elementary School,suburban,86,Massachusetts,02744,New Bedford,Bristol,New Bedford Public School Dist
4e0779bf18ab1e84b827509b89e8efe3,Moselle Elementary School,rural,80,Mississippi,39459,Moselle,Jones,Jones Co School District
4e09609ee65d597f84bc35d45fd257fb,Wauwatosa East High School,suburban,22,Wisconsin,53213,Wauwatosa,Milwaukee,Wauwatosa School District
4e0c94aa3ebfbb85c12b5d61fa1953f3,Riverbank High School,suburban,82,California,95367,Riverbank,Stanislaus,Riverbank Unified Sch District
4e0d9d8d3af4eaeb08a0e3f827dc5993,Morey Middle School,urban,45,Colorado,80218,Denver,Denver,Denver Public School Dist 1
4e1066e479cd90e42dc2d4793fd054ef,Bryn Mawr Community School,urban,87,Minnesota,55405,Minneapolis,Hennepin,Minneapolis Public Sch Dist
4e10a3f6709ea1b137381218e250f8cd,Mt Pleasant High School,urban,76,California,95127,San Jose,Santa Clara,East Side Union High Sch Dist
4e10a99fb2598182a8713b290d79ab52,Lewis Elementary School,unknown,22,Texas,75126,Forney,Kaufman,Forney Ind School District
4e128b906d70b6386a24f16d263f5896,LaGrange Elementary School,town,43,Wisconsin,54660,Tomah,Monroe,Tomah Area School District
4e12cb76c45e82b8f4928602f5d09839,Swainsboro Elementary School,town,83,Georgia,30401,Swainsboro,Emanuel,Emanuel Co Schools
4e12ea732f1d2ca74e4c4a9817333eef,All City Leadership Secondary School,urban,89,New York,11237,New York City,Kings (Brooklyn),New York City Dept Of Ed
4e15ab9fdd453a0cdf100955804010e9,Victoria West High School,rural,69,Texas,77904,Victoria,Victoria,Victoria Ind School District
4e1a01bbb4ce9c81828cf246bbd1950a,Freeport High School,rural,69,Florida,32439,Freeport,Walton,Walton Co School District
4e1a2a0d185e250c8563576c061be922,Celerity Troika Charter School,urban,63,California,90041,Los Angeles,Los Angeles,Los Angeles Unif Sch Dist
4e1a6568eb4b0b934532d8678f270646,E B Frink Middle School,unknown,65,North Carolina,28551,La Grange,Lenoir,Lenoir Co School District
4e1a8f2a7f34021969bfd17a6c2f0cdc,Centralia Elementary School,urban,90,California,92801,Anaheim,Orange,Centralia Elem School District
4e1c4dff7522aa74ae65317ed7509900,James Hurst Elementary School,urban,82,Virginia,23702,Portsmouth,Portsmouth City,Portsmouth Public School Dist
4e1c7e87b5853396b03e1ca9c23a4f09,Clairfield Elementary School,rural,84,Tennessee,37715,Clairfield,Claiborne,Claiborne Co School District
4e1c926fad56e801291777d980eaf64a,Westwood Elementary School,urban,83,Arkansas,72762,Springdale,Washington,Springdale School District 50
4e1ea61a4fe483cf5c18a0b85fc9b4ed,Dumas Junior High School,town,77,Arkansas,71639,Dumas,Desha,Dumas School District
4e1fd98677fb55ccf408aa6e9d808fde,MS 654 Van Siclen Community Middle School,urban,95,New York,11207,New York City,Kings (Brooklyn),New York City Dept Of Ed
4e2034164b91c7ca6b56cb23d244fea6,Shields Elementary School,urban,83,Texas,77901,Victoria,Victoria,Victoria Ind School District
4e21833ed320dbb5ad58cb84266a2821,Brunswick High School,town,30,Maryland,21716,Brunswick,Frederick,Frederick Co Public Sch Dist
4e219c8dab0857b8a2958013f6b2c534,West Forest Intermediate School,urban,85,Alabama,36801,Opelika,Lee,Opelika City School District
4e21b2d571df3bff8e95f33df84d287d,Hanover High School,unknown,59,Pennsylvania,17331,Hanover,York,Hanover Public School District
4e235394a8d946c9e16444ee5d17d39f,Silver Lake Intermediate School,suburban,20,Wisconsin,53066,Oconomowoc,Waukesha,Oconomowoc Area Sch District
4e23a2a38791f606bafbc2c35ef7801c,Chandler Learning Academy,urban,60,California,91401,Van Nuys,Los Angeles,Los Angeles Unif Sch Dist
4e24b3a10c76e3b42b2350e0c4043104,Pinch Elementary School,suburban,25,West Virginia,25071,Elkview,Kanawha,Kanawha Co School District
4e251bb884afd6f0361d23bdd622f159,Guymon Junior High School,unknown,73,Oklahoma,73942,Guymon,Texas,Guymon School District 8
4e2523acdc146950a8f8dac1b6e26fa9,Washington Elementary School,urban,53,Nebraska,68106,Omaha,Douglas,Omaha Public School Dist 1
